UK000070765,20150408,PRCP,0,,,E,
UK000070765,20150408,TAVG,79,H,,S,
UK000070765,20150409,TMAX,143,,,E,
UK000070765,20150409,TMIN,43,,,E,
UK000070765,20150409,PRCP,0,,,E,
UK000070765,20150409,TAVG,82,H,,S,
UK000070765,20150410,TMAX,98,,,E,
UK000070765,20150410,TMIN,44,,,E,
UK000070765,20150410,PRCP,18,,,E,
UK000070765,20150410,TAVG,92,H,,S,
UK000070765,20150411,TMAX,88,,,E,
UK000070765,20150411,TMIN,34,,,E,
UK000070765,20150411,PRCP,2,,,E,
UK000070765,20150411,TAVG,54,H,,S,
UK000070765,20150412,TMAX,109,,,E,
UK000070765,20150412,TMIN,30,,,E,
UK000070765,20150412,PRCP,8,,,E,
UK000070765,20150412,TAVG,38,H,,S,
UK000070765,20150413,TMAX,126,,,E,
UK000070765,20150413,TMIN,-4,,,E,
UK000070765,20150413,PRCP,14,,,E,
UK000070765,20150413,TAVG,53,H,,S,
UK000070765,20150414,TMAX,101,,,E,
UK000070765,20150414,TMIN,69,,,E,
UK000070765,20150414,PRCP,28,,,E,
UK000070765,20150414,TAVG,89,H,,S,
UK000070765,20150415,TMAX,113,,,E,
UK000070765,20150415,TMIN,34,,,E,
UK000070765,20150415,PRCP,0,,,E,
UK000070765,20150415,TAVG,62,H,,S,
UK000070765,20150416,TMAX,102,,,E,
UK000070765,20150416,TMIN,33,,,E,
UK000070765,20150416,PRCP,12,,,E,
UK000070765,20150416,TAVG,63,H,,S,
UK000070765,20150417,TMAX,105,,,E,
UK000070765,20150417,TMIN,20,,,E,
UK000070765,20150417,PRCP,2,,,E,
UK000070765,20150417,TAVG,62,H,,S,
UK000070765,20150418,TMAX,83,,,E,
UK000070765,20150418,TMIN,3,,,E,
UK000070765,20150418,PRCP,0,,,E,
UK000070765,20150418,TAVG,55,H,,S,
UK000070765,20150419,TMAX,121,,,E,
UK000070765,20150419,TMIN,9,,,E,
UK000070765,20150419,PRCP,0,,,E,
UK000070765,20150419,TAVG,58,H,,S,
UK000070765,20150420,TMAX,157,,,E,
